License_Number,Hospital_Name,City,Year,Quarter,Licensed_Beds,Acute_Care_Medicare_Discharges,Acute_Care_Medicaid_Discharges,Acute_Care_Self_Pay_Discharges,Acute_Care_Commercial_Discharges,Acute_Care_Other_Discharges,Acute_Care_Total_Discharges,Swing_Bed_Medicare_Discharges1,Swing_Bed_Medicaid_Discharges,Swing_Bed_Self_Pay_Discharges,Swing_Bed_Commercial_Discharges,Swing_Bed_Other_Discharges,Swing_Bed_Total_Discharges,SNF_Medicare_Discharges,SNF_Medicaid_Discharges,SNF_Self_Pay_Discharges,SNF_Commercial_Discharges,SNF_Other_Discharges,SNF_Total_Discharges,Psych_Rehab_CDU_Medicare_Discharges,Psych_Rehab_CDU_Medicaid_Discharges,Psych_Rehab_CDU_Self_Pay_Discharges,Psych_Rehab_CDU_Commercial_Discharges,Psych_Rehab_CDU_Other_Discharges,Psych_Rehab_CDU_Total_Discharges,Total_Medicare_Discharges,Total_Medicaid_Discharges,Total_Self_Pay_Discharges,Total_Commercial_Discharges,Total_Other_Discharges,Total_Discharges,Acute_Care_Medicare_Patient_Days,Acute_Care_Medicaid_Patient_Days,Acute_Care_Self_Pay_Patient_Days,Acute_Care_Commercial_Patient_Days,Acute_Care_Other_Patient_Days,Acute_Care_Total_Patient_Days,Swing_Bed_Medicare_Patient_Days,Swing_Bed_Medicaid_Patient_Days,Swing_Bed_Self_Pay_Patient_Days,Swing_Bed_Commercial_Patient_Days,Swing_Bed_Other_Patient_Days,Swing_Bed_Total_Patient_Days,SNF_Medicare_Patient_Days,SNF_Medicaid_Patient_Days,SNF_Self_Pay_Patient_Days,SNF_Commercial_Patient_Days,SNF_Other_Patient_Days,SNF_Total_Patient_Days,Psych_Rehab_CDU_Medicare_Patient_Days,Psych_Rehab_CDU_Medicaid_Patient_Days,Psych_Rehab_CDU_Self_Pay_Patient_Days,Psych_Rehab_CDU_Commercial_Patient_Days,Psych_Rehab_CDU_Other_Patient_Days,Psych_Rehab_CDU_Total_Patient_Days,Total_Medicare_Patient_Days,Total_Medicaid_Patient_Days,Total_Self_Pay_Patient_Days,Total_Commercial_Patient_Days,Total_Other_Patient_Days,Total_Patient_Days,Total_Inpatient_Surgeries,Total_Births,Total_Newborn_Days,Number_of_Admissions_from_ER,Emergency_Room_Visits,Outpatient_Surgery_Visits,Observation_Visits,Home_Health_Visits,All_Other_Visits,Total_Outpatient_Visits,Acute_Medicare_Inpatient_Revenue,Acute_Medicaid_Inpatient_Revenue,Acute_Self_Pay_Inpatient_Revenue,Acute_Other_Inpatient_Revenue,Acute_Total_Inpatient_Revenue,Acute_Medicare_Outpatient_Revenue,Acute_Medicaid_Outpatient_Revenue,Acute_Self_Pay_Outpatient_Revenue,Acute_Commercial_Inpatient_Revenue,Acute_Commercial_Outpatient_Revenue,Acute_Other_Outpatient_Revenue,Acute_Total_Outpatient_Revenue,Swing_Bed_Medicare_Revenue,Swing_Bed_Medicaid_Revenue,Swing_Bed_Self_Pay_Revenue,Swing_Bed_Commercial_Revenue,Swing_Bed_Other_Revenue,Swing_Bed_Total_Revenue,SNF_Medicare_Revenue,SNF_Medicaid_Revenue,SNF_Self_Pay_Revenue,SNF_Commercial_Revenue,SNF_Other_Revenue,SNF_Total_Revenue,Psych_Rehab_CDU_Medicare_Revenue,Psych_Rehab_CDU_Medicaid_Revenue,Psych_Rehab_CDU_Self_Pay_Revenue,Psych_Rehab_CDU_Commercial_Revenue,Psych_Rehab_CDU_Other_Revenue,Psych_Rehab_DCU_Total_Revenue,Home_Health_Medicare_Revenue,Home_Health_Medicaid_Revenue,Home_Health_Self_Pay_Revenue,Home_Health_Commercial_Revenue,Home_Health_Other_Revenue,Home_Health_Total_Revenue,Total_Medicare_Revenue,Total_Medicaid_Revenue,Total_Self_Pay_Revenue,Total_Commercial_Revenue,Total_Other_Revenue,Total_Revenue,Acute_Contractuals_Medicare,Acute_Contractuals_Medicaid,Acute_Contractuals_Self_Pay,Acute_Contractuals_Commercial,Acute_Contractuals_Other,Acute_Contractuals_Total,Other_Contractuals_Medicare,Other_Contractuals_Medicaid,Other_Contractuals_Self_Pay,Other_Contractuals_Commercial,Other_Contractuals_Other,Other_Contractuals_Total,Total_Medicare_Contractuals,Total_Medicaid_Contractuals,Total_Self_Pay_Contractuals,Total_Commercial_Contractuals,Total_Other_Contractuals,Total_Contractuals,Total_Charity_Care,Facility_Payroll,Facility_Paid_Hours,Physician_Payroll,Physician_Paid_Hours,Total_Payroll,Total_Paid_Hours,Employee_Benefit_Expenses,Supply_Expenses,Depreciation_Expense,Interest_Expenses,Professional_Fee_Expense,Bad_Debts,All_Other_Expenses,Total_Operating_Expenses,Other_Operation_Revenue,Operating_Margin,Net_Non_Operating_Gains_Losses,Tax_Subsidies,Gross_Total_Margin,Gross_Accounts_Receivable_Medicare,Gross_Accounts_Receivable_Medicaid,Gross_Accounts_Receivable_Self_Pay,Gross_Accounts_Receivable_Commercial,Gross_Accounts_Receivable_Other,Total_Gross_Accounts_Receivable,Casemix Index
21,Newport Hospital & Health Services,Newport,2024,1,74,61,24,3,14,12,114,15,1,0,1,0,17,0,0,0,0,0,0,0,0,0,0,0,0,76,25,3,15,12,131,260,97,8,72,0,437,199,12,0,9,0,220,0,0,0,0,0,0,0,0,0,0,0,0,459,109,8,81,0,657,15,17,20,128,2325,296,53,0,16632,19306,1305044,793658,32422,258958,2729216,7149059,3525902,327274,339134,3956995,1369134,16328364,683925,47401,0,32301,-6347,757280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9138028,4366961,359696,4328430,1621745,19814860,3227265,1545929,0,660762,618129,6052085,24794,80579,12471,288280,48960,455084,3252059,1626508,12471,949042,667089,6507169,196528,5255685,0,1093616,0,6349301,0,1615239,1299774,274055,5714,495205,315601,2286581,12325869,96609,566300,341507,0,907807,0,0,0,0,35615710,35615710,0.6999
22,Lourdes Medical Center,Pasco,2024,1,25,212,38,4,66,11,331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212,38,4,66,11,331,879,198,13,236,17,1343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,879,198,13,236,17,1343,100,0,0,172,5455,984,51,0,31303,37793,9708795,2002299,44780,833489,16712073,28182224,14663619,2860173,4122710,17983842,3762459,67452317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37891019,16665918,2904953,22106552,4595948,84164390,27955472,12567359,1321375,11895866,2603170,56343242,0,0,0,0,0,0,27955472,12567359,1321375,11895866,2603170,56343242,1468674,8149118,167342,1977153,18252,10126271,185594,2008958,5311736,491207,545376,1415928,2664770,6632638,26532114,169696,-2674714,0,0,-2674714,-30227811,-2378905,-17010013,-21468915,183126397,112040753,1.0848
23,Three Rivers Hospital,Brewster,2024,1,43,19,0,1,2,16,38,2,0,0,0,7,9,0,0,0,0,0,0,0,0,0,0,0,0,21,0,1,2,23,47,39,4,2,0,62,107,73,0,0,0,60,133,0,0,0,0,0,0,0,0,0,0,0,0,112,4,2,0,122,240,1,0,0,0,808,25,49,0,2825,3707,746183,11039,13855,92797,990575,1332886,141448,321270,126701,367794,2125184,4288582,105984,0,0,24576,19968,150528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2185053,152487,335125,519071,2237949,5429685,259998,403600,0,0,664563,1328161,0,0,0,0,0,0,259998,403600,0,0,664563,1328161,75066,1806692,49499,254861,1960,2061553,51459,465190,375682,144035,10514,1302969,311474,425922,4785865,95592,-975289,2356,763812,-209121,3776825,2289841,8781899,-1442731,0,13405834,0.795
26,PeaceHealth St John Medical Center,Longview,2024,1,346,1005,439,20,266,63,1793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1005,439,20,266,63,1793,4843,2151,47,1040,320,8401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4843,2151,47,1040,320,8401,252,184,316,1495,11316,2425,380,0,12792,26913,73362197,28573950,292678,4946255,123944395,98387369,51333258,2956184,16769315,56032119,14153265,222862195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171749566,79907208,3248862,72801434,19099520,346806590,136678908,67289357,290730,28614083,12104221,244977299,0,0,0,0,0,0,136678908,67289357,290730,28614083,12104221,244977299,8336234,32320969,640544,8955244,41826,41276213,682370,11572485,12449129,4872312,2887,1746757,2479578,18764220,90684003,2224163,2553639,58118,0,2611757,0,0,0,0,0,0,0.8207
29,Harborview Medical Center,Seattle,2024,1,500,1386,1331,0,905,156,3778,0,0,0,0,0,0,0,0,0,0,0,0,104,221,0,95,6,426,1490,1552,0,1000,162,4204,13669,13653,0,7376,755,35453,0,0,0,0,0,0,0,0,0,0,0,0,2491,3932,0,1337,60,7820,16160,17585,0,8713,815,43273,2613,0,0,3271,14923,2322,891,0,60906,79042,210711577,221964437,0,8875983,603969876,79882094,74853409,0,162417879,117215671,24984311,296935485,0,0,0,0,0,0,0,0,0,0,0,0,11191557,17988646,0,6990856,335956,36507015,0,0,0,0,0,0,301785228,314806492,0,286624406,34196250,937412376,226645520,189158564,0,125981170,1435038,543220292,0,0,0,0,0,0,226645520,189158564,0,125981170,1435038,543220292,32830881,135565521,2435075,9931263,83780,145496784,2518855,46349962,63736969,7057993,0,13361156,9363270,88375788,364378652,28407620,16026901,7053818,0,23080719,0,0,0,0,2959426867,2959426867,1.7168
32,St.Joseph Medical Center,Tacoma,2024,1,374,2418,1185,102,1455,228,5388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2418,1185,102,1455,228,5388,17656,7199,335,6191,1230,32611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17656,7199,335,6191,1230,32611,1618,694,1205,3009,8287,1861,827,14944,197603,223522,353639943,123530438,12012820,26118640,663396483,167018059,71823801,12040777,148094642,122313023,17743097,390938757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6274672,832844,12658,387947,0,7508121,526932674,196187083,24066255,270795612,43861737,1061843361,447041271,176365553,5053094,175722904,33769987,837952809,5015,81091,-27006,143522,0,202622,447046286,176446644,5026088,175866426,33769987,838155431,13311821,80403945,1565469,15985559,168821,96389504,1734290,21220562,33440187,6386718,-191563,21630586,7735648,56374975,235250969,5124634,-27485874,103121,0,-27382753,418666866,187618785,44089540,673592947,46280998,1370249136,1.0541
35,St. Elizabeth Hospital,Enumclaw,2024,1,38,217,68,11,124,9,429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,68,11,124,9,429,782,259,23,255,27,1346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,782,259,23,255,27,1346,66,104,129,91,3409,198,95,0,34059,37761,7379427,3825811,370174,573271,17993727,24054214,8030504,1084344,5845044,23025337,1645043,57839442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31433641,11856315,1454518,28870381,2218314,75833169,21585514,8341081,516858,17324622,1848901,49616976,0,0,0,0,0,0,21585514,8341081,516858,17324622,1848901,49616976,1174147,8328325,158366,2541259,23627,10869584,181993,2531223,1900237,797452,1158,990662,-163942,5586663,22676979,452919,2981928,11014,0,2992942,24467203,9043280,5541092,43624409,2690877,85366861,0.6497
37,Deaconess Hospital - MultiCare Health Systems,Spokane,2024,1,388,1398,875,28,26,831,3158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1398,875,28,26,831,3158,7676,4882,69,89,3124,15840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7676,4882,69,89,3124,15840,884,367,459,1631,17285,1705,468,0,0,19458,133073725,48721515,1313089,43456977,249889304,148575618,61679437,4567398,23323998,40738776,62299552,317860781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281649343,110400952,5880487,64062774,105756529,567750085,229017201,96436226,2447968,40201177,58274674,426377246,0,0,0,0,0,0,229017201,96436226,2447968,40201177,58274674,426377246,5617331,41689695,729247,4385741,13273,46075436,742520,8743314,29182884,3050752,1683129,3713952,2102116,52144346,144593813,5287501,-5652923,0,0,-5652923,441927822,175905611,87792641,86333881,173478445,965438400,1.195
38,Olympic Medical Center,Port Angeles 98,2024,1,126,558,130,6,80,50,824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,558,130,6,80,50,824,2448,412,157,231,11,3259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2448,412,157,231,11,3259,240,78,153,0,6542,1812,389,10239,105686,124668,20131639,4206857,164935,1962394,28179298,60054640,13812531,1231058,1713473,16759786,11489867,103347882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1631758,87356,0,28800,65293,1813207,81818037,18106744,1395993,18502059,13517554,133340387,52521455,9259794,1934,2938196,6990244,71711623,0,0,0,0,0,0,52521455,9259794,1934,2938196,6990244,71711623,337884,27092123,617530,4372893,21963,31465016,639493,10224074,10183146,3112727,0,4565321,428696,8617401,68167685,2168159,-5137341,105032,0,-5032309,84096161,18865550,17955977,29424325,8768380,159110393,0.821
42,Shriners Hospitals for Children - Spokane,Spokane,2024,1,30,0,16,8,17,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,8,17,0,41,0,44,114,43,0,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,114,43,0,201,0,0,0,0,0,206,2,0,4501,4709,0,1118316,634527,0,3007196,1178,3971364,254504,1254353,4410312,256934,8894292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1178,5089680,889031,5664665,256934,11901488,410,3145069,877458,3228986,219820,7471743,0,0,0,0,0,0,410,3145069,877458,3228986,219820,7471743,23675,867989,71035,1856320,11250,2724309,82285,1110625,884302,306482,0,0,0,871134,5896852,31710,-1459072,0,0,-1459072,411,8729876,3154705,10744091,677628,23306711,2.66
45,Columbia Basin Hospital,Ephrata,2024,1,29,30,2,0,2,0,34,22,6,0,2,0,30,0,2,0,1,0,3,0,0,0,0,0,0,52,10,0,5,0,67,87,2,0,2,0,91,409,490,0,287,0,1186,0,1633,0,1180,0,2813,0,0,0,0,0,0,496,2125,0,1469,0,4090,0,0,0,34,1176,0,12,0,9759,10947,859159,188831,0,0,1096157,2633945,527656,580990,48167,582147,641031,4965769,1063041,854991,0,0,0,1918032,264446,157302,0,0,0,421748,0,0,0,0,0,0,0,0,0,0,0,0,4820591,1728780,580990,630314,641031,8401706,724358,449863,303401,141463,841112,2460197,0,0,0,0,0,0,724358,449863,303401,141463,841112,2460197,106028,1710004,121240,1340999,1983,3051003,123223,666428,330016,454491,0,1074130,239990,894270,6470338,347111,-527736,68328,0,-459408,5144429,3063922,3024461,1987578,2000244,15220634,0.779
46,PHM Medical Center,Prosser,2024,1,25,112,254,10,174,12,562,14,4,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,126,258,10,174,12,580,415,508,16,254,15,1208,197,68,0,0,0,265,0,0,0,0,0,0,0,0,0,0,0,0,612,576,16,254,15,1473,1243,169,282,124,5091,1457,151,0,34295,40994,3679455,4841887,173415,-44234,12109295,23629794,20220211,4284119,3458772,21980716,6049967,76164807,780021,268138,0,100,0,1048259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28089270,25330236,4457534,25439588,6005733,89322361,19758654,18249656,6283764,0,9427160,53719234,0,0,0,0,0,0,19758654,18249656,6283764,0,9427160,53719234,787825,8376054,135737,3498931,77903,11874985,213640,3888717,5143328,647095,789420,1548485,1838530,6112292,30004322,91384,3063834,-98992,0,2964842,46261475,36651791,23813775,71389382,0,178116423,0.5187
50,PROVIDENCE ST MARY MEDICAL CENTER,Walla Walla,2024,1,142,224,58,5,61,31,379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,58,5,61,31,379,2740,896,87,1291,443,5457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2740,896,87,1291,443,5457,238,151,295,852,7057,1010,237,0,36705,45009,36948233,9564007,791126,5098333,62427697,64479764,23504237,2421226,10025998,37746840,11162241,139314308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101427997,33068244,3212352,47772838,16260574,201742005,78138751,20643380,-1684939,22146395,12768223,132011810,0,0,0,0,0,0,78138751,20643380,-1684939,22146395,12768223,132011810,3038793,17143308,378981,2501261,21671,19644569,400652,5887708,9069760,1285913,156089,725620,6667391,27038355,63808014,380139,-3403864,1553773,0,-1850091,39456905,12614221,7105559,47148735,5484867,111810287,0.8626
54,Forks Community Hospital,Forks,2024,1,37,31,9,1,0,23,64,16,0,0,0,1,17,0,0,0,0,0,0,0,0,0,0,0,0,47,9,1,0,24,81,224,22,3,0,56,305,261,0,0,0,6,267,0,819,546,0,91,1456,0,0,0,0,0,0,485,841,549,0,153,2028,1,1,2,25,1082,76,24,0,9414,10596,622040,320229,24537,1822,1122065,6963198,4608858,459880,153437,4106263,602681,16740880,801185,17853,0,0,0,819038,0,294430,197280,32760,0,524470,0,0,0,0,0,0,0,0,0,0,0,0,8386423,5241370,681697,4292460,604503,19206453,3267059,2601456,0,0,2185565,8054080,-145983,424693,-16543,231945,273476,767588,3121076,3026149,-16543,231945,2459041,8821668,432772,4448084,117714,1263275,7353,5711359,125067,1677444,800638,438378,123600,786782,132930,1671809,11210010,164525,-1226405,37512,237559,-951334,30950285,9978166,15149279,14450395,3732655,74260780,0.74
56,Public Hospital District 2 dba Willapa Harbor Hos,South Bend,2024,1,25,35,4,0,8,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,4,0,8,0,47,132,7,0,30,0,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,7,0,30,0,169,0,0,0,28,1421,95,60,0,7297,8873,6429425,2699350,259318,0,12781059,0,0,0,3392966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6429425,2699350,259318,3392966,0,12781059,2122202,60245,8112,3055972,0,5246531,0,0,0,0,0,0,2122202,60245,8112,3055972,0,5246531,353691,3368108,76899,450661,2784,3818769,79683,1180733,566134,313228,32560,627919,64266,1143558,7682901,109348,-456982,17984,215301,-223697,7153267,3411760,2980170,4449929,904065,18899191,0.7375
58,YAKIMA VALLEY MEMORIAL,YAKIMA,2024,1,226,1445,938,104,550,125,3162,0,0,0,0,0,0,0,0,0,0,0,0,11,9,2,5,1,28,1456,947,106,555,126,3190,7523,3156,418,1597,538,13232,0,0,0,0,0,0,0,0,0,0,0,0,499,440,108,107,24,1178,8022,3596,526,1704,562,14410,507,605,860,2522,20620,3223,0,3717,50173,77733,81251951,42229439,4098986,308265,155698698,158742957,72049964,15324943,27810057,98962505,5390124,350470493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239994908,114279403,19423929,126772562,5698389,506169191,0,0,0,0,0,0,179849007,82278526,4388843,72534850,3753134,342804360,179849007,82278526,4388843,72534850,3753134,342804360,11275413,54181877,1492778,14654497,57218,68836374,1549996,14586235,29134434,5110655,972508,12046604,1437612,23902821,154589631,5498425,1560598,52183,0,1612781,355061561,178876245,83212250,238524381,48511601,904186038,0.757
63,Grays Harbor Community Hospital,Aberdeen,2024,1,140,366,168,0,0,112,646,0,0,0,0,0,0,0,0,0,0,0,0,9,83,0,0,17,109,375,251,0,0,129,755,1793,609,0,0,375,2777,0,0,0,0,0,0,0,0,0,0,0,0,95,739,0,0,106,940,1888,1348,0,0,481,3717,121,77,133,533,5443,630,216,0,26704,32993,22799396,8121834,0,8645374,39566604,30905455,18663501,0,0,0,26079819,75648775,0,0,0,0,0,0,0,0,0,0,0,0,154556,1364956,0,0,275020,1794532,0,0,0,0,0,0,53859407,28150291,0,0,35000213,117009911,51250309,18784446,0,0,16973909,87008664,120989,326796,0,0,178042,625827,51371298,19111242,0,0,17151951,87634491,397893,11422922,250894,1793071,14836,13215993,265730,2726495,3168776,837878,463989,3364478,1824555,4046771,27824380,1687278,1015870,532071,0,1547941,0,0,0,0,0,0,0.8352
78,Samaritan Hospital,Moses Lake,2024,1,50,256,219,0,0,258,733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256,219,0,0,258,733,903,777,0,0,913,2593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,903,777,0,0,913,2593,183,246,341,377,6254,1231,121,0,24247,31853,17248619,11088723,972716,9722462,39032520,24954388,25670900,1895588,0,0,30258171,82779047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42203007,36759623,2868304,0,39980633,121811567,31640276,28962336,0,0,21253542,81856154,0,0,0,0,0,0,31640276,28962336,0,0,21253542,81856154,873365,12491297,516413,5323357,28369,17814654,544782,5649964,5073605,1873525,3276005,511454,623762,10105213,44304420,810783,-5035350,1848659,2894144,-292547,40021699,40319824,49914772,0,58418473,188674768,0.6177
79,Pacific County Public Healthcare Services Distric,Ilwaco,2024,1,25,47,4,4,5,6,66,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,56,4,4,5,6,75,271,25,27,31,39,393,63,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,334,25,27,31,39,456,7,0,0,66,1803,101,13,0,12416,14333,1142055,73197,550719,243550,2290187,7251349,2796518,301168,280666,2698754,866501,13914290,79431,192,0,0,0,79623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8472835,2869907,851887,2979420,1110051,16284100,3826755,1364219,389656,1387171,494624,7462425,38400,61,0,0,0,38461,3865155,1364280,389656,1387171,494624,7500886,70581,3637114,80681,768501,7969,4405615,88650,1512443,595467,232307,252071,746765,-155953,2455250,10199918,206956,-1124376,140691,489253,-494432,28671089,9730234,2879576,10091244,3752547,55124690,0.779
81,Good Samaritan Hospital,Puyallup,2024,1,375,2807,1117,65,38,1708,5735,0,0,0,0,0,0,0,0,0,0,0,0,31,12,0,1,10,54,2838,1129,65,39,1718,5789,19085,6216,298,167,7387,33153,0,0,0,0,0,0,0,0,0,0,0,0,421,205,0,11,103,740,19506,6421,298,178,7490,33893,728,550,1681,4365,42024,1712,859,0,0,44595,186660300,52060410,3738595,47772316,326586070,115737696,88513209,12960455,36354449,75286338,85044970,377542668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302397996,140573619,16699050,111640787,132817286,704128738,245884731,123134102,5654530,59844198,65673586,500191147,0,0,0,0,0,0,245884731,123134102,5654530,59844198,65673586,500191147,14051983,74974620,1168092,8965053,5323,83939673,1173415,17422611,21527970,4926731,5155608,6641980,6985928,63905071,203519644,6497362,-14122604,0,0,-14122604,488228778,213955072,129799237,151974130,243046845,1227004062,0.8626
82,Garfield County Public Hospital District,"Pomeroy, 99347",2024,1,25,13,0,0,1,1,15,25,4,10,1,1,41,0,0,0,0,0,0,0,0,0,0,0,0,38,4,10,2,2,56,33,0,0,1,3,37,228,943,480,122,5,1778,0,0,0,0,0,0,0,0,0,0,0,0,261,943,480,123,8,1815,0,0,0,79,242,0,146,0,2653,3041,103231,2231,-1176,8726,116004,719554,232419,34583,2992,550794,64852,1602202,195434,298431,123231,45152,5158,667406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1018219,533081,156638,598938,78736,2385612,-75316,57267,3485,143188,11612,140236,-824622,30597,0,-2486,0,-796511,-899938,87864,3485,140702,11612,-656275,18753,1206616,37328,349033,2567,1555649,39895,406478,251907,63273,502,600140,41173,204149,3082098,119456,19319,302707,54994,377020,879282,520646,345052,686369,94665,2526014,0
195,Snoqualmie Valley Hospital,Snoqualmie Vall,2024,1,28,4,0,0,4,0,8,20,0,0,3,0,23,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,7,0,31,11,0,3,46,6,66,1111,0,0,472,0,1583,0,0,0,0,0,0,0,0,0,0,0,0,1122,0,3,518,6,1649,0,0,0,46,1437,0,21,0,30122,31580,2612581,313589,686335,708638,7000994,5368329,644363,1410279,2679851,5506552,1456110,14385633,321595,38601,84484,329875,87229,861784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8302505,996553,2181098,8516278,2251977,22248411,2849399,342015,748546,2922767,772873,7635600,115823,13903,30428,118805,31416,310375,2965222,355918,778974,3041572,804289,7945975,554368,4331555,95359,396944,2888,4728499,98247,1287319,810254,949947,1256414,561192,521492,3201070,12794695,80310,512191,294828,1101729,1908748,16572061,1989152,4353540,16998759,4495022,44408534,0.7485
84,Providence Regional Medical Center Everett,Everett,2024,1,595,2182,867,14,992,164,4219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2182,867,14,992,164,4219,21560,8567,613,12376,1740,44856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21560,8567,613,12376,1740,44856,1599,925,3569,4524,14035,2007,1727,0,83544,101313,273878791,108906850,1855954,20597684,529863605,139328772,55163583,10082936,124624326,112678534,12684821,329938646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,413207563,164070433,11938890,237302860,33282505,859802251,317940861,109028463,-10810545,129543243,26368486,572070508,0,0,0,0,0,0,317940861,109028463,-10810545,129543243,26368486,572070508,13723742,96059240,1782569,445202,1977,96504442,1784546,23610185,30734538,7051573,4270706,19952039,35517055,91334736,273458219,4867843,-30099430,769982,0,-29329448,472212322,175853118,59613014,498392428,38921924,1244992806,0.9677
85,Jefferson County Public Hospital District No 2,Port Townsend,2024,1,42,232,39,3,36,15,325,4,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,236,40,3,36,15,330,923,129,18,108,42,1220,54,16,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,977,145,18,108,42,1290,70,15,26,352,3482,552,102,2755,31364,38255,8079240,1530963,165537,0,11776951,57173351,9266290,968016,2001211,21439615,0,88847272,133350,0,0,0,0,133350,0,0,0,0,0,0,0,0,0,0,0,0,689842,21811,0,30827,0,742480,66075783,10819064,1133553,23471653,0,101500053,39404796,6534097,0,8812039,0,54750932,284873,9658,0,197260,0,491791,39689669,6543755,0,9009299,0,55242723,1129101,15645343,0,6440933,0,22086276,0,4895697,9115599,1306365,1688068,1404981,1115471,6086071,46583057,1509529,-1060769,2401218,135024,1475473,66094428,337682,1634135,19469666,3355876,90891787,0.8266
96,Skyline Health,White Salmon,2024,1,25,29,7,0,0,13,49,13,0,0,0,2,15,0,0,0,0,0,0,0,0,0,0,0,0,42,7,0,0,15,64,122,19,0,0,39,180,306,0,0,0,102,408,0,0,0,0,0,0,0,0,0,0,0,0,428,19,0,0,141,588,0,0,0,84,912,217,16,0,7713,8858,639597,215265,44275,0,1052403,3418414,1884270,141558,153266,3903933,0,9348175,1321593,0,0,182417,0,1504010,0,0,0,69982,0,69982,0,0,0,0,0,0,0,0,0,0,0,0,5379604,2099535,185833,4309598,0,11974570,1607988,1026194,0,2033492,157158,4824832,0,0,0,0,0,0,1607988,1026194,0,2033492,157158,4824832,116257,1783215,56899,1040559,3503,2823774,60402,747854,531744,379017,0,576066,236720,1227072,6285527,127515,638749,-123019,390584,906314,11998692,2756459,3728801,3943479,2354423,24781854,0.8496
